country,indicator,Year,Value
Great Britain,Gold,1992,5
Great Britain,Gold,1996,1
Great Britain,Gold,2000,11
Great Britain,Gold,2004,9
Great Britain,Gold,2008,19
Great Britain,Gold,2012,29
Great Britain,Gold,2016,1
Great Britain,Silver,1896,3
Great Britain,Silver,1900,6
Great Britain,Silver,1904,1
Great Britain,Silver,1908,51
Great Britain,Silver,1912,15
Great Britain,Silver,1920,15
Great Britain,Silver,1924,13
Great Britain,Silver,1928,10
Great Britain,Silver,1932,7
Great Britain,Silver,1936,7
Great Britain,Silver,1948,14
Great Britain,Silver,1952,2
Great Britain,Silver,1956,7
Great Britain,Silver,1960,6
Great Britain,Silver,1964,12
Great Britain,Silver,1968,5
Great Britain,Silver,1972,5
Great Britain,Silver,1976,5
Great Britain,Silver,1980,7
Great Britain,Silver,1984,11
Great Britain,Silver,1988,10
Great Britain,Silver,1992,3
Great Britain,Silver,1996,8
Great Britain,Silver,2000,10
Great Britain,Silver,2004,9
Great Britain,Silver,2008,13
Great Britain,Silver,2012,17
Great Britain,Silver,2016,3
Great Britain,Bronze,1896,2
Great Britain,Bronze,1900,9
Great Britain,Bronze,1904,0
Great Britain,Bronze,1908,39
Great Britain,Bronze,1912,16
Great Britain,Bronze,1920,13
Great Britain,Bronze,1924,12
Great Britain,Bronze,1928,7
Great Britain,Bronze,1932,5
Great Britain,Bronze,1936,3
Great Britain,Bronze,1948,6
Great Britain,Bronze,1952,8
Great Britain,Bronze,1956,11
Great Britain,Bronze,1960,12
Great Britain,Bronze,1964,2
Great Britain,Bronze,1968,3
Great Britain,Bronze,1972,9
Great Britain,Bronze,1976,5
Great Britain,Bronze,1980,9
Great Britain,Bronze,1984,21
Great Britain,Bronze,1988,9
Great Britain,Bronze,1992,12
Great Britain,Bronze,1996,6
Great Britain,Bronze,2000,7
Great Britain,Bronze,2004,12
Great Britain,Bronze,2008,15
Great Britain,Bronze,2012,19
Great Britain,Bronze,2016,2
Greece,Total,1896,46
Greece,Total,1904,2
Greece,Total,1908,4
Greece,Total,1912,2
Greece,Total,1920,1
Greece,Total,1956,1
Greece,Total,1960,1
Greece,Total,1968,1
Greece,Total,1972,2
Greece,Total,1980,3
Greece,Total,1984,2
Greece,Total,1988,1
Greece,Total,1992,2
Greece,Total,1996,8
Greece,Total,2000,13
Greece,Total,2004,16
Greece,Total,2008,4
Greece,Total,2012,2
Greece,Total,2016,2
Greece,Gold,1896,10
Greece,Gold,1904,1
Greece,Gold,1908,0
Greece,Gold,1912,1
Greece,Gold,1920,0
Greece,Gold,1956,0
Greece,Gold,1960,1
Greece,Gold,1968,0
Greece,Gold,1972,0
Greece,Gold,1980,1
Greece,Gold,1984,0
Greece,Gold,1988,0
Greece,Gold,1992,2
Greece,Gold,1996,4
Greece,Gold,2000,4
Greece,Gold,2004,6
Greece,Gold,2008,0
Greece,Gold,2012,0
Greece,Gold,2016,1
Greece,Silver,1896,17
Greece,Silver,1904,0
Greece,Silver,1908,3
Greece,Silver,1912,0
Greece,Silver,1920,1
Greece,Silver,1956,0
Greece,Silver,1960,0
Greece,Silver,1968,0
Greece,Silver,1972,2
Greece,Silver,1980,0
Greece,Silver,1984,1
Greece,Silver,1988,0
Greece,Silver,1992,0
Greece,Silver,1996,4
Greece,Silver,2000,6
Greece,Silver,2004,6
Greece,Silver,2008,2
Greece,Silver,2012,0
Greece,Silver,2016,0
Greece,Bronze,1896,19
Greece,Bronze,1904,1
Greece,Bronze,1908,1
Greece,Bronze,1912,1
Greece,Bronze,1920,0
Greece,Bronze,1956,1
Greece,Bronze,1960,0
Greece,Bronze,1968,1
Greece,Bronze,1972,0
Greece,Bronze,1980,2
Greece,Bronze,1984,1
Greece,Bronze,1988,1
Greece,Bronze,1992,0
Greece,Bronze,1996,0
Greece,Bronze,2000,3
Greece,Bronze,2004,4
Greece,Bronze,2008,2
Greece,Bronze,2012,2
Greece,Bronze,2016,1
Grenada,Total,2012,1
Grenada,Gold,2012,1
Grenada,Silver,2012,0
Grenada,Bronze,2012,0
Guatemala,Total,2012,1
Guatemala,Gold,2012,0
Guatemala,Silver,2012,1
Guatemala,Bronze,2012,0
Guyana,Total,1980,1
Guyana,Gold,1980,0
Guyana,Silver,1980,0
Guyana,Bronze,1980,1
Haiti,Total,1924,1
Haiti,Total,1928,1
Haiti,Gold,1924,0
Haiti,Gold,1928,0
Haiti,Silver,1924,0
Haiti,Silver,1928,1
Haiti,Bronze,1924,1
Haiti,Bronze,1928,0
Hong Kong,Total,1996,1
Hong Kong,Total,2004,1
Hong Kong,Total,2012,1
Hong Kong,Gold,1996,1
Hong Kong,Gold,2004,0
Hong Kong,Gold,2012,0
Hong Kong,Silver,1996,0
Hong Kong,Silver,2004,1
Hong Kong,Silver,2012,0
Hong Kong,Bronze,1996,0
Hong Kong,Bronze,2004,0
Hong Kong,Bronze,2012,1
Hungary,Total,1896,6
Hungary,Total,1900,5
Hungary,Total,1904,4
Hungary,Total,1908,9
Hungary,Total,1912,8
Hungary,Total,1924,9
Hungary,Total,1928,9
Hungary,Total,1932,15
Hungary,Total,1936,16
Hungary,Total,1948,27
Hungary,Total,1952,42
Hungary,Total,1956,26
Hungary,Total,1960,21
Hungary,Total,1964,22
Hungary,Total,1968,32
Hungary,Total,1972,35
Hungary,Total,1976,22
Hungary,Total,1980,32
Hungary,Total,1988,23
Hungary,Total,1992,30
Hungary,Total,1996,21
Hungary,Total,2000,17
Hungary,Total,2004,17
Hungary,Total,2008,10
Hungary,Total,2012,18
Hungary,Total,2016,6
Hungary,Gold,1896,2
Hungary,Gold,1900,1
Hungary,Gold,1904,2
Hungary,Gold,1908,3
Hungary,Gold,1912,3
Hungary,Gold,1924,2
Hungary,Gold,1928,4
Hungary,Gold,1932,6
Hungary,Gold,1936,10
Hungary,Gold,1948,10
Hungary,Gold,1952,16
Hungary,Gold,1956,9
Hungary,Gold,1960,6
Hungary,Gold,1964,10
Hungary,Gold,1968,10
Hungary,Gold,1972,6
Hungary,Gold,1976,4
Hungary,Gold,1980,7
Hungary,Gold,1988,11
Hungary,Gold,1992,11
Hungary,Gold,1996,7
Hungary,Gold,2000,8
Hungary,Gold,2004,8
Hungary,Gold,2008,3
Hungary,Gold,2012,8
Hungary,Gold,2016,4
Hungary,Silver,1896,1
Hungary,Silver,1900,2
Hungary,Silver,1904,1
Hungary,Silver,1908,4
Hungary,Silver,1912,2
Hungary,Silver,1924,3
Hungary,Silver,1928,5
Hungary,Silver,1932,4
Hungary,Silver,1936,1
Hungary,Silver,1948,5
Hungary,Silver,1952,10
Hungary,Silver,1956,10
Hungary,Silver,1960,8
Hungary,Silver,1964,7
Hungary,Silver,1968,10
Hungary,Silver,1972,13
Hungary,Silver,1976,5
Hungary,Silver,1980,10
Hungary,Silver,1988,6
Hungary,Silver,1992,12
Hungary,Silver,1996,4
Hungary,Silver,2000,6
Hungary,Silver,2004,6
Hungary,Silver,2008,5
Hungary,Silver,2012,4
Hungary,Silver,2016,1
Hungary,Bronze,1896,3
Hungary,Bronze,1900,2
Hungary,Bronze,1904,1
Hungary,Bronze,1908,2
Hungary,Bronze,1912,3
Hungary,Bronze,1924,4
Hungary,Bronze,1928,0
Hungary,Bronze,1932,5
Hungary,Bronze,1936,5
Hungary,Bronze,1948,12
Hungary,Bronze,1952,16
Hungary,Bronze,1956,7
Hungary,Bronze,1960,7
Hungary,Bronze,1964,5
Hungary,Bronze,1968,12
Hungary,Bronze,1972,16
Hungary,Bronze,1976,13
Hungary,Bronze,1980,15
Hungary,Bronze,1988,6
Hungary,Bronze,1992,7
Hungary,Bronze,1996,10
Hungary,Bronze,2000,3
Hungary,Bronze,2004,3
Hungary,Bronze,2008,2
Hungary,Bronze,2012,6
Hungary,Bronze,2016,1
Iceland,Total,1956,1
Iceland,Total,1984,1
Iceland,Total,2000,1
Iceland,Total,2008,1
Iceland,Gold,1956,0
Iceland,Gold,1984,0
Iceland,Gold,2000,0
Iceland,Gold,2008,0
Iceland,Silver,1956,1
Iceland,Silver,1984,0
Iceland,Silver,2000,0
Iceland,Silver,2008,1
Iceland,Bronze,1956,0
Iceland,Bronze,1984,1
Iceland,Bronze,2000,1
Iceland,Bronze,2008,0
Independent Olympic Participants,Total,1992,3
Independent Olympic Participants,Gold,1992,0
Independent Olympic Participants,Silver,1992,1
Independent Olympic Participants,Bronze,1992,2
India,Total,1900,2
India,Total,1928,1
India,Total,1932,1
India,Total,1936,1
India,Total,1948,1
India,Total,1952,2
India,Total,1956,1
India,Total,1960,1
India,Total,1964,1
India,Total,1968,1
India,Total,1972,1
India,Total,1980,1
India,Total,1996,1
India,Total,2000,1
India,Total,2004,1
India,Total,2008,3
India,Total,2012,6
India,Gold,1900,0
India,Gold,1928,1
India,Gold,1932,1
India,Gold,1936,1
India,Gold,1948,1
India,Gold,1952,1
India,Gold,1956,1
India,Gold,1960,0
India,Gold,1964,1
India,Gold,1968,0
India,Gold,1972,0
India,Gold,1980,1
India,Gold,1996,0
India,Gold,2000,0
India,Gold,2004,0
India,Gold,2008,1
India,Gold,2012,0
India,Silver,1900,2
India,Silver,1928,0
India,Silver,1932,0
India,Silver,1936,0
India,Silver,1948,0
India,Silver,1952,0
India,Silver,1956,0
India,Silver,1960,1
India,Silver,1964,0
India,Silver,1968,0
India,Silver,1972,0
India,Silver,1980,0
India,Silver,1996,0
India,Silver,2000,0
India,Silver,2004,1
India,Silver,2008,0
India,Silver,2012,2
India,Bronze,1900,0
India,Bronze,1928,0
India,Bronze,1932,0
India,Bronze,1936,0
India,Bronze,1948,0
India,Bronze,1952,1
India,Bronze,1956,0
India,Bronze,1960,0
India,Bronze,1964,0
India,Bronze,1968,1
India,Bronze,1972,1
India,Bronze,1980,0
India,Bronze,1996,1
India,Bronze,2000,1
India,Bronze,2004,0
India,Bronze,2008,2
India,Bronze,2012,4
Indonesia,Total,1988,1
Indonesia,Total,1992,5
Indonesia,Total,1996,4
Indonesia,Total,2000,6
Indonesia,Total,2004,4
Indonesia,Total,2008,5
Indonesia,Total,2012,2
Indonesia,Total,2016,2
Indonesia,Gold,1988,0
Indonesia,Gold,1992,2
Indonesia,Gold,1996,1
Indonesia,Gold,2000,1
Indonesia,Gold,2004,1
Indonesia,Gold,2008,1
Indonesia,Gold,2012,0
Indonesia,Gold,2016,0
Indonesia,Silver,1988,1
Indonesia,Silver,1992,2
Indonesia,Silver,1996,1
Indonesia,Silver,2000,3
Indonesia,Silver,2004,1
Indonesia,Silver,2008,1
Indonesia,Silver,2012,1
Indonesia,Silver,2016,2
Indonesia,Bronze,1988,0
Indonesia,Bronze,1992,1
Indonesia,Bronze,1996,2
Indonesia,Bronze,2000,2
Indonesia,Bronze,2004,2
Indonesia,Bronze,2008,3
Indonesia,Bronze,2012,1
Indonesia,Bronze,2016,0
Iran,Total,1948,1
Iran,Total,1952,7
Iran,Total,1956,5
Iran,Total,1960,4
Iran,Total,1964,2
Iran,Total,1968,5
Iran,Total,1972,3
Iran,Total,1976,2
Iran,Total,1988,1
Iran,Total,1992,3
Iran,Total,1996,3
Iran,Total,2000,4
Iran,Total,2004,6
Iran,Total,2008,2
Iran,Total,2012,12
Iran,Gold,1948,0
Iran,Gold,1952,0
Iran,Gold,1956,2
Iran,Gold,1960,0
Iran,Gold,1964,0
Iran,Gold,1968,2
Iran,Gold,1972,0
Iran,Gold,1976,0
Iran,Gold,1988,0
Iran,Gold,1992,0
Iran,Gold,1996,1
Iran,Gold,2000,3
Iran,Gold,2004,2
Iran,Gold,2008,1
Iran,Gold,2012,4
Iran,Silver,1948,0
Iran,Silver,1952,3
Iran,Silver,1956,2
Iran,Silver,1960,1
Iran,Silver,1964,0
Iran,Silver,1968,1
Iran,Silver,1972,2
Iran,Silver,1976,1
Iran,Silver,1988,1
Iran,Silver,1992,1
Iran,Silver,1996,1
Iran,Silver,2000,0
Iran,Silver,2004,2
Iran,Silver,2008,0
Iran,Silver,2012,5
Iran,Bronze,1948,1
Iran,Bronze,1952,4
Iran,Bronze,1956,1
Iran,Bronze,1960,3
Iran,Bronze,1964,2
Iran,Bronze,1968,2
Iran,Bronze,1972,1
Iran,Bronze,1976,1
Iran,Bronze,1988,0
Iran,Bronze,1992,2
Iran,Bronze,1996,1
Iran,Bronze,2000,1
Iran,Bronze,2004,2
Iran,Bronze,2008,1
Iran,Bronze,2012,3
Iraq,Total,1960,1
Iraq,Gold,1960,0
Iraq,Silver,1960,0
Iraq,Bronze,1960,1
Ireland,Total,1928,1
Ireland,Total,1932,2
Ireland,Total,1952,1
Ireland,Total,1956,5
Ireland,Total,1964,1
Ireland,Total,1980,2
Ireland,Total,1984,1
Ireland,Total,1992,2
Ireland,Total,1996,4
Ireland,Total,2000,1
Ireland,Total,2008,3
Ireland,Total,2012,6
Ireland,Gold,1928,1
Ireland,Gold,1932,2
Ireland,Gold,1952,0
Ireland,Gold,1956,1
Ireland,Gold,1964,0
Ireland,Gold,1980,0
Ireland,Gold,1984,0
Ireland,Gold,1992,1
Ireland,Gold,1996,3
Ireland,Gold,2000,0
Ireland,Gold,2008,0
Ireland,Gold,2012,1
Ireland,Silver,1928,0
Ireland,Silver,1932,0
Ireland,Silver,1952,1
Ireland,Silver,1956,1
Ireland,Silver,1964,0
Ireland,Silver,1980,1
Ireland,Silver,1984,1
Ireland,Silver,1992,1
Ireland,Silver,1996,0
Ireland,Silver,2000,1
Ireland,Silver,2008,1
Ireland,Silver,2012,1
Ireland,Bronze,1928,0
Ireland,Bronze,1932,0
Ireland,Bronze,1952,0
Ireland,Bronze,1956,3
Ireland,Bronze,1964,1
Ireland,Bronze,1980,1
Ireland,Bronze,1984,0
Ireland,Bronze,1992,0
Ireland,Bronze,1996,1
Ireland,Bronze,2000,0
Ireland,Bronze,2008,2
Ireland,Bronze,2012,4
Israel,Total,1992,2
Israel,Total,1996,1
Israel,Total,2000,1
Israel,Total,2004,2
Israel,Total,2008,1
Israel,Total,2016,1
Israel,Gold,1992,0
Israel,Gold,1996,0
Israel,Gold,2000,0
Israel,Gold,2004,1
Israel,Gold,2008,0
Israel,Gold,2016,0
Israel,Silver,1992,1
Israel,Silver,1996,0
Israel,Silver,2000,0
Israel,Silver,2004,0
Israel,Silver,2008,0
Israel,Silver,2016,0
Israel,Bronze,1992,1
Israel,Bronze,1996,1
Israel,Bronze,2000,1
Israel,Bronze,2004,1
Israel,Bronze,2008,1
Israel,Bronze,2016,1
Italy,Total,1900,4
Italy,Total,1908,4
Italy,Total,1912,6
Italy,Total,1920,23
Italy,Total,1924,16
Italy,Total,1928,19
Italy,Total,1932,36
Italy,Total,1936,22
Italy,Total,1948,27
Italy,Total,1952,21
Italy,Total,1956,25
Italy,Total,1960,36
Italy,Total,1964,27
Italy,Total,1968,16
Italy,Total,1972,18
Italy,Total,1976,13
Italy,Total,1980,15
Italy,Total,1984,32
Italy,Total,1988,14
Italy,Total,1992,19
Italy,Total,1996,35
Italy,Total,2000,34
Italy,Total,2004,32
Italy,Total,2008,27
Italy,Total,2012,28
Italy,Total,2016,9
Italy,Gold,1900,2
Italy,Gold,1908,2
Italy,Gold,1912,3
Italy,Gold,1920,13
Italy,Gold,1924,8
Italy,Gold,1928,7
Italy,Gold,1932,12
Italy,Gold,1936,8
Italy,Gold,1948,8
Italy,Gold,1952,8
Italy,Gold,1956,8
Italy,Gold,1960,13
Italy,Gold,1964,10
Italy,Gold,1968,3
Italy,Gold,1972,5
Italy,Gold,1976,2
Italy,Gold,1980,8
Italy,Gold,1984,14
Italy,Gold,1988,6
Italy,Gold,1992,6
Italy,Gold,1996,13
Italy,Gold,2000,13
Italy,Gold,2004,10
Italy,Gold,2008,8
Italy,Gold,2012,8
Italy,Gold,2016,3
Italy,Silver,1900,2
Italy,Silver,1908,2
Italy,Silver,1912,1
Italy,Silver,1920,5
Italy,Silver,1924,3
Italy,Silver,1928,5
Italy,Silver,1932,12
Italy,Silver,1936,9
Italy,Silver,1948,11
Italy,Silver,1952,9
Italy,Silver,1956,8
Italy,Silver,1960,10
Italy,Silver,1964,10
Italy,Silver,1968,4
Italy,Silver,1972,3
Italy,Silver,1976,7
Italy,Silver,1980,3
Italy,Silver,1984,6
Italy,Silver,1988,4
Italy,Silver,1992,5
Italy,Silver,1996,10
Italy,Silver,2000,8
Italy,Silver,2004,11
Italy,Silver,2008,9
Italy,Silver,2012,9
Italy,Silver,2016,4
Italy,Bronze,1900,0
Italy,Bronze,1908,0
Italy,Bronze,1912,2
Italy,Bronze,1920,5
Italy,Bronze,1924,5
Italy,Bronze,1928,7
Italy,Bronze,1932,12
Italy,Bronze,1936,5
Italy,Bronze,1948,8
Italy,Bronze,1952,4
Italy,Bronze,1956,9
Italy,Bronze,1960,13
Italy,Bronze,1964,7
Italy,Bronze,1968,9
Italy,Bronze,1972,10
Italy,Bronze,1976,4
Italy,Bronze,1980,4
Italy,Bronze,1984,12
Italy,Bronze,1988,4
Italy,Bronze,1992,8
Italy,Bronze,1996,12
Italy,Bronze,2000,13
Italy,Bronze,2004,11
Italy,Bronze,2008,10
Italy,Bronze,2012,11
Italy,Bronze,2016,2
Ivory Coast,Total,1984,1
Ivory Coast,Gold,1984,0
Ivory Coast,Silver,1984,1
Ivory Coast,Bronze,1984,0
Japan,Total,1920,2
Japan,Total,1924,1
Japan,Total,1928,5
Japan,Total,1932,18
Japan,Total,1936,18
Japan,Total,1952,9
Japan,Total,1956,19
Japan,Total,1960,18
Japan,Total,1964,29
Japan,Total,1968,25
Japan,Total,1972,29
Japan,Total,1976,25
Japan,Total,1984,32
Japan,Total,1988,14
Japan,Total,1992,22
Japan,Total,1996,14
Japan,Total,2000,18
Japan,Total,2004,37
Japan,Total,2008,25
Japan,Total,2012,38
Japan,Total,2016,14
Japan,Gold,1920,0
Japan,Gold,1924,0
Japan,Gold,1928,2
Japan,Gold,1932,7
Japan,Gold,1936,6
Japan,Gold,1952,1
Japan,Gold,1956,4
Japan,Gold,1960,4
Japan,Gold,1964,16
Japan,Gold,1968,11
Japan,Gold,1972,13
Japan,Gold,1976,9
Japan,Gold,1984,10
Japan,Gold,1988,4
Japan,Gold,1992,3
Japan,Gold,1996,3
Japan,Gold,2000,5
Japan,Gold,2004,16
Japan,Gold,2008,9
Japan,Gold,2012,7
Japan,Gold,2016,3
Japan,Silver,1920,2
Japan,Silver,1924,0
Japan,Silver,1928,2
Japan,Silver,1932,7
Japan,Silver,1936,4
Japan,Silver,1952,6
Japan,Silver,1956,10
Japan,Silver,1960,7
Japan,Silver,1964,5
Japan,Silver,1968,7
Japan,Silver,1972,8
Japan,Silver,1976,6
Japan,Silver,1984,8
Japan,Silver,1988,3
Japan,Silver,1992,8
Japan,Silver,1996,6
Japan,Silver,2000,8
Japan,Silver,2004,9
Japan,Silver,2008,6
Japan,Silver,2012,14
Japan,Silver,2016,1
Japan,Bronze,1920,0
Japan,Bronze,1924,1
Japan,Bronze,1928,1
Japan,Bronze,1932,4
Japan,Bronze,1936,8
Japan,Bronze,1952,2
Japan,Bronze,1956,5
Japan,Bronze,1960,7
Japan,Bronze,1964,8
Japan,Bronze,1968,7
Japan,Bronze,1972,8
Japan,Bronze,1976,10
Japan,Bronze,1984,14
Japan,Bronze,1988,7
Japan,Bronze,1992,11
Japan,Bronze,1996,5
Japan,Bronze,2000,5
Japan,Bronze,2004,12
Japan,Bronze,2008,10
Japan,Bronze,2012,17
Japan,Bronze,2016,10
Kazakhstan,Total,1996,11
Kazakhstan,Total,2000,7
Kazakhstan,Total,2004,8
Kazakhstan,Total,2008,13
Kazakhstan,Total,2012,13
Kazakhstan,Total,2016,4
Kazakhstan,Gold,1996,3
Kazakhstan,Gold,2000,3
Kazakhstan,Gold,2004,1
Kazakhstan,Gold,2008,2
Kazakhstan,Gold,2012,7
Kazakhstan,Gold,2016,0
Kazakhstan,Silver,1996,4
Kazakhstan,Silver,2000,4
Kazakhstan,Silver,2004,4
Kazakhstan,Silver,2008,4
Kazakhstan,Silver,2012,1
Kazakhstan,Silver,2016,1
Kazakhstan,Bronze,1996,4
Kazakhstan,Bronze,2000,0
Kazakhstan,Bronze,2004,3
Kazakhstan,Bronze,2008,7
Kazakhstan,Bronze,2012,5
Kazakhstan,Bronze,2016,3
Kenya,Total,1964,1
Kenya,Total,1968,9
Kenya,Total,1972,9
Kenya,Total,1984,3
Kenya,Total,1988,9
Kenya,Total,1992,8
Kenya,Total,1996,8
Kenya,Total,2000,7
Kenya,Total,2004,7
Kenya,Total,2008,14
Kenya,Total,2012,11
Kenya,Gold,1964,0
Kenya,Gold,1968,3
Kenya,Gold,1972,2
Kenya,Gold,1984,1
Kenya,Gold,1988,5
Kenya,Gold,1992,2
Kenya,Gold,1996,1
Kenya,Gold,2000,2
Kenya,Gold,2004,1
Kenya,Gold,2008,6
Kenya,Gold,2012,2
Kenya,Silver,1964,0
Kenya,Silver,1968,4
Kenya,Silver,1972,3
Kenya,Silver,1984,0
Kenya,Silver,1988,2
Kenya,Silver,1992,4
Kenya,Silver,1996,4
Kenya,Silver,2000,3
Kenya,Silver,2004,4
Kenya,Silver,2008,4
Kenya,Silver,2012,4
Kenya,Bronze,1964,1
Kenya,Bronze,1968,2
Kenya,Bronze,1972,4
Kenya,Bronze,1984,2
Kenya,Bronze,1988,2
Kenya,Bronze,1992,2
Kenya,Bronze,1996,3
Kenya,Bronze,2000,2
Kenya,Bronze,2004,2
Kenya,Bronze,2008,4
Kenya,Bronze,2012,5
Kosovo,Total,2016,1
Kosovo,Gold,2016,1
Kosovo,Silver,2016,0
Kosovo,Bronze,2016,0
Kuwait,Total,2000,1
Kuwait,Total,2012,1
Kuwait,Gold,2000,0
Kuwait,Gold,2012,0
Kuwait,Silver,2000,0
Kuwait,Silver,2012,0
Kuwait,Bronze,2000,1
Kuwait,Bronze,2012,1
Kyrgyzstan,Total,2000,1
Kyrgyzstan,Total,2008,2
Kyrgyzstan,Total,2016,1
Kyrgyzstan,Gold,2000,0
Kyrgyzstan,Gold,2008,0
Kyrgyzstan,Gold,2016,0
Kyrgyzstan,Silver,2000,0
Kyrgyzstan,Silver,2008,1
Kyrgyzstan,Silver,2016,0
Kyrgyzstan,Bronze,2000,1
Kyrgyzstan,Bronze,2008,1
Kyrgyzstan,Bronze,2016,1
Latvia,Total,1932,1
Latvia,Total,1936,2
Latvia,Total,1992,3
Latvia,Total,1996,1
Latvia,Total,2000,3
Latvia,Total,2004,4
Latvia,Total,2008,3
Latvia,Total,2012,2
Latvia,Gold,1932,0
Latvia,Gold,1936,0
Latvia,Gold,1992,0
Latvia,Gold,1996,0
Latvia,Gold,2000,1
Latvia,Gold,2004,0
Latvia,Gold,2008,1
Latvia,Gold,2012,1
Latvia,Silver,1932,1
Latvia,Silver,1936,1
Latvia,Silver,1992,2
Latvia,Silver,1996,1
Latvia,Silver,2000,1
Latvia,Silver,2004,4
Latvia,Silver,2008,1
Latvia,Silver,2012,0
Latvia,Bronze,1932,0
Latvia,Bronze,1936,1
Latvia,Bronze,1992,1
Latvia,Bronze,1996,0
Latvia,Bronze,2000,1
Latvia,Bronze,2004,0
Latvia,Bronze,2008,1
Latvia,Bronze,2012,1
Lebanon,Total,1952,2
Lebanon,Total,1972,1
Lebanon,Total,1980,1
Lebanon,Gold,1952,0
Lebanon,Gold,1972,0
Lebanon,Gold,1980,0
Lebanon,Silver,1952,1
Lebanon,Silver,1972,1
Lebanon,Silver,1980,0
Lebanon,Bronze,1952,1
Lebanon,Bronze,1972,0
Lebanon,Bronze,1980,1
Lithuania,Total,1992,2
Lithuania,Total,1996,1
Lithuania,Total,2000,5
Lithuania,Total,2004,3
Lithuania,Total,2008,5
Lithuania,Total,2012,5
Lithuania,Gold,1992,1
Lithuania,Gold,1996,0
Lithuania,Gold,2000,2
Lithuania,Gold,2004,1
Lithuania,Gold,2008,0
Lithuania,Gold,2012,2
Lithuania,Silver,1992,0
Lithuania,Silver,1996,0
Lithuania,Silver,2000,0
Lithuania,Silver,2004,2
Lithuania,Silver,2008,2
Lithuania,Silver,2012,1
Lithuania,Bronze,1992,1
Lithuania,Bronze,1996,1
Lithuania,Bronze,2000,3
Lithuania,Bronze,2004,0
Lithuania,Bronze,2008,3
Lithuania,Bronze,2012,2
Luxembourg,Total,1920,1
Luxembourg,Total,1952,1
Luxembourg,Gold,1920,0
Luxembourg,Gold,1952,1
Luxembourg,Silver,1920,1
Luxembourg,Silver,1952,0
Luxembourg,Bronze,1920,0
Luxembourg,Bronze,1952,0
Macedonia,Total,2000,1
Macedonia,Gold,2000,0
Macedonia,Silver,2000,0
Macedonia,Bronze,2000,1
Malaysia,Total,1992,1
Malaysia,Total,1996,2
Malaysia,Total,2008,1
Malaysia,Total,2012,2
Malaysia,Total,2016,1
Malaysia,Gold,1992,0
Malaysia,Gold,1996,0
Malaysia,Gold,2008,0
Malaysia,Gold,2012,0
Malaysia,Gold,2016,0
Malaysia,Silver,1992,0
Malaysia,Silver,1996,1
Malaysia,Silver,2008,1
Malaysia,Silver,2012,1
Malaysia,Silver,2016,1
Malaysia,Bronze,1992,1
Malaysia,Bronze,1996,1
Malaysia,Bronze,2008,0
Malaysia,Bronze,2012,1
Malaysia,Bronze,2016,0
Mauritius,Total,2008,1
Mauritius,Gold,2008,0
Mauritius,Silver,2008,0
Mauritius,Bronze,2008,1
Mexico,Total,1900,1
Mexico,Total,1932,2
Mexico,Total,1936,3
Mexico,Total,1948,5
Mexico,Total,1952,1
Mexico,Total,1956,2
Mexico,Total,1960,1
Mexico,Total,1964,1
Mexico,Total,1968,9
Mexico,Total,1972,1
Mexico,Total,1976,2
Mexico,Total,1980,4
Mexico,Total,1984,6
Mexico,Total,1988,2
Mexico,Total,1992,1
Mexico,Total,1996,1
Mexico,Total,2000,6
Mexico,Total,2004,4
Mexico,Total,2008,3
Mexico,Total,2012,7
Mexico,Gold,1900,0
Mexico,Gold,1932,0
Mexico,Gold,1936,0
Mexico,Gold,1948,2
Mexico,Gold,1952,0
Mexico,Gold,1956,1
Mexico,Gold,1960,0
Mexico,Gold,1964,0
Mexico,Gold,1968,3
Mexico,Gold,1972,0
Mexico,Gold,1976,1
Mexico,Gold,1980,0
Mexico,Gold,1984,2
Mexico,Gold,1988,0
Mexico,Gold,1992,0
Mexico,Gold,1996,0
Mexico,Gold,2000,1
Mexico,Gold,2004,0
Mexico,Gold,2008,2
Mexico,Gold,2012,1
Mexico,Silver,1900,0
Mexico,Silver,1932,2
Mexico,Silver,1936,0
Mexico,Silver,1948,1
Mexico,Silver,1952,1
Mexico,Silver,1956,0
Mexico,Silver,1960,0
Mexico,Silver,1964,0
Mexico,Silver,1968,3
Mexico,Silver,1972,1
Mexico,Silver,1976,0
Mexico,Silver,1980,1
Mexico,Silver,1984,3
Mexico,Silver,1988,0
Mexico,Silver,1992,1
Mexico,Silver,1996,0
Mexico,Silver,2000,2
Mexico,Silver,2004,3
Mexico,Silver,2008,0
Mexico,Silver,2012,3
Mexico,Bronze,1900,1
Mexico,Bronze,1932,0
Mexico,Bronze,1936,3
Mexico,Bronze,1948,2
Mexico,Bronze,1952,0
Mexico,Bronze,1956,1
Mexico,Bronze,1960,1
Mexico,Bronze,1964,1
Mexico,Bronze,1968,3
Mexico,Bronze,1972,0
Mexico,Bronze,1976,1
Mexico,Bronze,1980,3
Mexico,Bronze,1984,1
Mexico,Bronze,1988,2
Mexico,Bronze,1992,0
Mexico,Bronze,1996,1
Mexico,Bronze,2000,3
Mexico,Bronze,2004,1
Mexico,Bronze,2008,1
Mexico,Bronze,2012,3
Mixed team,Total,1896,3
Mixed team,Total,1900,12
Mixed team,Total,1904,2
Mixed team,Gold,1896,1
Mixed team,Gold,1900,6
Mixed team,Gold,1904,1
Mixed team,Silver,1896,1
Mixed team,Silver,1900,3
Mixed team,Silver,1904,1
